Image ID,True Class,Predicted Class,Confidence,Leaf Pixels,Activated Pixels,Activation Threshold,Attention-Affected Region %,Mean Leaf Activation,Mean Activated Activation,Weighted Activation,Health Score,Severity
0f7a2408-9c26-4ff9-bee5-2bfcd91a11f7___RS_Erly.B 9440_final_masked.jpg,tomato_Early blight,tomato_Early blight,0.9999754428863525,50176,30535,0.6,60.86,0.6511,0.7641,0.6511,33,Severe
0fbc786c-62a7-44f3-8db8-2649809bf1aa___RS_Erly.B 9514.JPG,tomato_Early blight,tomato_Early blight,0.9962401390075684,28836,8712,0.6,30.21,0.4612,0.7596,0.4612,51,Moderate
0fbc786c-62a7-44f3-8db8-2649809bf1aa___RS_Erly.B 9514_final_masked.jpg,tomato_Early blight,tomato_Early blight,0.9996352195739746,50176,18222,0.6,36.32,0.5309,0.7188,0.5309,49,Moderate
0fc8cb27-a10f-4587-a91d-4dbec9f839c7___RS_Erly.B 7715.JPG,tomato_Early blight,tomato_Early blight,0.6532002091407776,25500,7606,0.6,29.83,0.3983,0.7695,0.3983,51,Moderate
0fc8cb27-a10f-4587-a91d-4dbec9f839c7___RS_Erly.B 7715_final_masked.jpg,tomato_Early blight,tomato_Early blight,1.0,50176,12600,0.6,25.11,0.3804,0.7616,0.3804,54,Moderate
10a46a0b-debe-49f9-8562-c7c81855160e___RS_Erly.B 6339.JPG,tomato_Early blight,tomato_Early blight,0.99978107213974,30783,16180,0.6,52.56,0.6178,0.7671,0.6178,38,Severe
10a46a0b-debe-49f9-8562-c7c81855160e___RS_Erly.B 6339_final_masked.jpg,tomato_Early blight,tomato_Early blight,0.9999847412109375,50176,19090,0.6,38.05,0.4998,0.7511,0.4998,47,Moderate
10c1d7a4-bd14-4961-9b96-c7047589eccd___RS_Erly.B 7552.JPG,tomato_Early blight,tomato_Early blight,0.9999750852584839,23952,12747,0.6,53.22,0.6448,0.7811,0.6448,37,Severe
10c1d7a4-bd14-4961-9b96-c7047589eccd___RS_Erly.B 7552_final_masked.jpg,tomato_Early blight,tomato_Early blight,0.9997052550315857,50176,6978,0.6,13.91,0.3556,0.7309,0.3556,62,Moderate
10e7dcfd-2cbc-4623-ba9f-94f0e2e4fe13___RS_Erly.B 7648.JPG,tomato_Early blight,tomato_Early blight,0.9999821186065674,30124,12083,0.6,40.11,0.5158,0.7461,0.5158,46,Moderate
10e7dcfd-2cbc-4623-ba9f-94f0e2e4fe13___RS_Erly.B 7648_final_masked.jpg,tomato_Early blight,tomato_Early blight,0.9999969005584717,50176,10138,0.6,20.2,0.4174,0.7595,0.4174,57,Moderate
10fedb70-9786-4623-a32b-97a622037511___RS_Erly.B 7796.JPG,tomato_Early blight,tomato_Early blight,0.5659785866737366,25991,1398,0.6,5.38,0.1476,0.7418,0.1476,67,Moderate
10fedb70-9786-4623-a32b-97a622037511___RS_Erly.B 7796_final_masked.jpg,tomato_Early blight,tomato_Early blight,0.9696033596992493,50176,11808,0.6,23.53,0.3471,0.7306,0.3471,57,Moderate
113562f3-fe24-4b28-9ec8-7ca432bded47___RS_Erly.B 9402.JPG,tomato_Early blight,tomato_Early blight,0.894375205039978,23509,7542,0.6,32.08,0.4331,0.6916,0.4331,53,Moderate
113562f3-fe24-4b28-9ec8-7ca432bded47___RS_Erly.B 9402_final_masked.jpg,tomato_Early blight,tomato_Early blight,0.99928218126297,50176,20059,0.6,39.98,0.5002,0.7047,0.5002,48,Moderate
11922494-321b-4742-afbe-f6db6a8b4005___RS_Erly.B 9392.JPG,tomato_Early blight,tomato_Late blight,0.8239696025848389,26074,7350,0.6,28.19,0.405,0.7879,0.405,52,Moderate
11922494-321b-4742-afbe-f6db6a8b4005___RS_Erly.B 9392_final_masked.jpg,tomato_Early blight,tomato_Early blight,0.6396632790565491,50176,5541,0.6,11.04,0.3076,0.7555,0.3076,63,Moderate
11f247d4-f87a-4273-bb9a-317e17916a75___RS_Erly.B 9470.JPG,tomato_Early blight,tomato_Early blight,0.9104177951812744,28146,7746,0.6,27.52,0.3371,0.7272,0.3371,54,Moderate
11f247d4-f87a-4273-bb9a-317e17916a75___RS_Erly.B 9470_final_masked.jpg,tomato_Early blight,tomato_Early blight,0.9998639822006226,50176,20017,0.6,39.89,0.5266,0.7535,0.5266,46,Moderate
121b3f84-70ed-4d1c-882c-d3204e2af046___RS_Erly.B 8421.JPG,tomato_Early blight,tomato_Early blight,0.9999344348907471,34395,12469,0.6,36.25,0.5252,0.7795,0.5252,47,Moderate
121b3f84-70ed-4d1c-882c-d3204e2af046___RS_Erly.B 8421_final_masked.jpg,tomato_Early blight,tomato_Early blight,0.9991914629936218,50176,12356,0.6,24.63,0.47,0.6809,0.47,58,Moderate
121e9cbe-77d2-43ca-8e04-17a556a1c2b2___RS_Erly.B 7512.JPG,tomato_Early blight,tomato_Early blight,0.9387587308883667,21912,7740,0.6,35.32,0.447,0.7852,0.447,47,Moderate
121e9cbe-77d2-43ca-8e04-17a556a1c2b2___RS_Erly.B 7512_final_masked.jpg,tomato_Early blight,tomato_Early blight,0.9994034767150879,50176,20157,0.6,40.17,0.4669,0.7823,0.4669,45,Moderate
12c1c25b-6809-45d8-9a20-969de7860b5d___RS_Erly.B 6372.JPG,tomato_Early blight,tomato_Early blight,0.979735255241394,30278,10580,0.6,34.94,0.4561,0.7892,0.4561,47,Moderate
12c1c25b-6809-45d8-9a20-969de7860b5d___RS_Erly.B 6372_final_masked.jpg,tomato_Early blight,tomato_Early blight,0.9972570538520813,50176,11676,0.6,23.27,0.4225,0.8015,0.4225,54,Moderate
13c87a78-0a62-4aff-b6f3-fcbf1a8323e6___RS_Erly.B 9612.JPG,tomato_Early blight,tomato_Early blight,0.9563199281692505,25289,8286,0.6,32.77,0.4274,0.7373,0.4274,51,Moderate
13c87a78-0a62-4aff-b6f3-fcbf1a8323e6___RS_Erly.B 9612_final_masked.jpg,tomato_Early blight,tomato_healthy,0.99191814661026,50176,6461,0.6,12.88,0.2777,0.7998,0.2777,99,Healthy
13e96f82-68c6-4331-9b05-92a6767a400b___RS_Erly.B 9502.JPG,tomato_Early blight,tomato_Early blight,0.9939391613006592,24569,6884,0.6,28.02,0.4386,0.7655,0.4386,53,Moderate
13e96f82-68c6-4331-9b05-92a6767a400b___RS_Erly.B 9502_final_masked.jpg,tomato_Early blight,tomato_Early blight,0.9994175434112549,50176,22642,0.6,45.13,0.5486,0.7504,0.5486,43,Moderate
141bbdef-ba38-49ed-9d6f-fe8d9de38e6f___RS_Erly.B 9579.JPG,tomato_Early blight,tomato_Early blight,0.9971532821655273,28082,16307,0.6,58.07,0.5906,0.7491,0.5906,35,Severe
141bbdef-ba38-49ed-9d6f-fe8d9de38e6f___RS_Erly.B 9579_final_masked.jpg,tomato_Early blight,tomato_Early blight,1.0,50176,25602,0.6,51.02,0.5605,0.7507,0.5605,39,Severe
150cfe75-133e-4e98-90cb-de96a8120c03___RS_Erly.B 9414.JPG,tomato_Early blight,tomato_Early blight,0.9986535310745239,20368,10194,0.6,50.05,0.5817,0.7645,0.5817,39,Severe
150cfe75-133e-4e98-90cb-de96a8120c03___RS_Erly.B 9414_final_masked.jpg,tomato_Early blight,tomato_Early blight,0.9999970197677612,50176,17808,0.6,35.49,0.5507,0.796,0.5507,47,Moderate
15fb19ad-8a5a-4e1b-8ed2-c8d48b006b1d___RS_Erly.B 7674.JPG,tomato_Early blight,tomato_Early blight,0.9964970946311951,26716,12580,0.6,47.09,0.5842,0.7296,0.5842,43,Moderate
15fb19ad-8a5a-4e1b-8ed2-c8d48b006b1d___RS_Erly.B 7674_final_masked.jpg,tomato_Early blight,tomato_Early blight,0.9999971389770508,50176,17223,0.6,34.33,0.5514,0.7676,0.5514,49,Moderate
164f6427-eeed-42da-bb51-ec07a57840dc___RS_Erly.B 9372.JPG,tomato_Early blight,tomato_Early blight,0.9944376945495605,29839,8058,0.6,27.0,0.3859,0.7399,0.3859,54,Moderate
164f6427-eeed-42da-bb51-ec07a57840dc___RS_Erly.B 9372_final_masked.jpg,tomato_Early blight,tomato_Early blight,0.9996523857116699,50176,13073,0.6,26.05,0.4699,0.76,0.4699,54,Moderate
16ae1b64-2954-4135-bea5-d599ba56740c___RS_Erly.B 7649.JPG,tomato_Early blight,tomato_Early blight,0.789376437664032,26552,5474,0.6,20.62,0.3325,0.7127,0.3325,59,Moderate
16ae1b64-2954-4135-bea5-d599ba56740c___RS_Erly.B 7649_final_masked.jpg,tomato_Early blight,tomato_Early blight,0.9976170063018799,50176,11488,0.6,22.9,0.3701,0.7138,0.3701,58,Moderate
16c7ab4c-6940-41e9-854f-d1a9a99325ce___RS_Erly.B 8216.JPG,tomato_Early blight,tomato_Late blight,0.7879447340965271,26954,99,0.6,0.37,0.2614,0.6085,0.2614,75,Mild
16c7ab4c-6940-41e9-854f-d1a9a99325ce___RS_Erly.B 8216_final_masked.jpg,tomato_Early blight,tomato_Late blight,0.6295127272605896,50176,902,0.6,1.8,0.1021,0.7277,0.1021,70,Mild
16ce3799-ff03-4724-8c99-48a4243a6ff9___RS_Erly.B 9565.JPG,tomato_Early blight,tomato_Early blight,0.7480670213699341,24939,5199,0.6,20.85,0.2869,0.805,0.2869,55,Moderate
16ce3799-ff03-4724-8c99-48a4243a6ff9___RS_Erly.B 9565_final_masked.jpg,tomato_Early blight,tomato_Early blight,0.9997839331626892,50176,17704,0.6,35.28,0.4736,0.7511,0.4736,49,Moderate
16d79bd2-5c70-4e6b-a52a-0c578b501d04___RS_Erly.B 6446.JPG,tomato_Early blight,tomato_Late blight,0.767558217048645,20015,3045,0.6,15.21,0.2771,0.7748,0.2771,60,Moderate
16d79bd2-5c70-4e6b-a52a-0c578b501d04___RS_Erly.B 6446_final_masked.jpg,tomato_Early blight,tomato_Late blight,0.5291846394538879,50176,4779,0.6,9.52,0.1553,0.7743,0.1553,63,Moderate
16dcb9cd-05ab-46d3-b76e-d19c16077a6a___RS_Erly.B 8345.JPG,tomato_Early blight,tomato_Early blight,0.9987292885780334,32807,10804,0.6,32.93,0.4372,0.7229,0.4372,51,Moderate
16dcb9cd-05ab-46d3-b76e-d19c16077a6a___RS_Erly.B 8345_final_masked.jpg,tomato_Early blight,tomato_Early blight,0.9999998807907104,50176,14836,0.6,29.57,0.4949,0.7573,0.4949,52,Moderate
171b6622-c111-4fe9-b3f9-12b12ee0db06___RS_Erly.B 7836.JPG,tomato_Early blight,tomato_Late blight,0.5241144299507141,20514,4164,0.6,20.3,0.3103,0.7749,0.3103,57,Moderate
171b6622-c111-4fe9-b3f9-12b12ee0db06___RS_Erly.B 7836_final_masked.jpg,tomato_Early blight,tomato_Early blight,0.9997783303260803,50176,19660,0.6,39.18,0.5335,0.7116,0.5335,48,Moderate
1742dfdd-c687-46ff-b958-34194feb68e4___RS_Erly.B 7453.JPG,tomato_Early blight,tomato_Early blight,0.9946350455284119,29229,15080,0.6,51.59,0.5414,0.7593,0.5414,39,Severe
1742dfdd-c687-46ff-b958-34194feb68e4___RS_Erly.B 7453_final_masked.jpg,tomato_Early blight,tomato_Early blight,0.9999988079071045,50176,12969,0.6,25.85,0.5032,0.7712,0.5032,54,Moderate
17a09abf-ee69-4d46-ac80-f8608d799b19___RS_Erly.B 7451.JPG,tomato_Early blight,tomato_Early blight,0.7422897815704346,22351,8267,0.6,36.99,0.5173,0.7885,0.5173,46,Moderate
17a09abf-ee69-4d46-ac80-f8608d799b19___RS_Erly.B 7451_final_masked.jpg,tomato_Early blight,tomato_healthy,0.7863759398460388,50176,3813,0.6,7.6,0.1945,0.7268,0.1945,99,Healthy
17d051ce-efe1-486e-b5ed-b71b1317a9f0___RS_Erly.B 9614.JPG,tomato_Early blight,tomato_Early blight,0.7539995312690735,24544,5216,0.6,21.25,0.3562,0.7531,0.3562,57,Moderate
17d051ce-efe1-486e-b5ed-b71b1317a9f0___RS_Erly.B 9614_final_masked.jpg,tomato_Early blight,tomato_Early blight,0.9270415306091309,50176,12993,0.6,25.89,0.3654,0.7098,0.3654,56,Moderate
1829d517-53ae-48a9-b721-5043dd10d0d2___RS_Erly.B 9518.JPG,tomato_Early blight,tomato_Early blight,0.999723494052887,28593,11903,0.6,41.63,0.4445,0.7563,0.4445,45,Moderate
1829d517-53ae-48a9-b721-5043dd10d0d2___RS_Erly.B 9518_final_masked.jpg,tomato_Early blight,tomato_Early blight,0.9999899864196777,50176,16792,0.6,33.47,0.4828,0.7634,0.4828,49,Moderate
1863e110-8422-400b-89a6-f0ef457659cc___RS_Erly.B 6462.JPG,tomato_Early blight,tomato_Early blight,0.9423678517341614,24605,3414,0.6,13.88,0.3404,0.7466,0.3404,62,Moderate
1863e110-8422-400b-89a6-f0ef457659cc___RS_Erly.B 6462_final_masked.jpg,tomato_Early blight,tomato_Early blight,0.9213823080062866,50176,15684,0.6,31.26,0.3364,0.739,0.3364,52,Moderate
1873e09f-31fd-4612-920a-861fac1af687___RS_Erly.B 7797.JPG,tomato_Early blight,tomato_Early blight,0.8929609060287476,25379,8717,0.6,34.35,0.4434,0.8347,0.4434,46,Moderate
1873e09f-31fd-4612-920a-861fac1af687___RS_Erly.B 7797_final_masked.jpg,tomato_Early blight,tomato_Early blight,0.9991611242294312,50176,14131,0.6,28.16,0.4256,0.7684,0.4256,52,Moderate
18815a60-8297-46e0-922f-e6a0fea818ef___RS_Erly.B 7808.JPG,tomato_Early blight,tomato_Early blight,0.9912344217300415,24640,9547,0.6,38.75,0.5093,0.7301,0.5093,48,Moderate
18815a60-8297-46e0-922f-e6a0fea818ef___RS_Erly.B 7808_final_masked.jpg,tomato_Early blight,tomato_Early blight,0.9997064471244812,50176,12588,0.6,25.09,0.4236,0.7442,0.4236,55,Moderate
18a21f42-8794-4665-8174-b0ccd3758af8___RS_Erly.B 7650.JPG,tomato_Early blight,tomato_Early blight,0.662234902381897,25085,4463,0.6,17.79,0.3123,0.7634,0.3123,59,Moderate
18a21f42-8794-4665-8174-b0ccd3758af8___RS_Erly.B 7650_final_masked.jpg,tomato_Early blight,tomato_Early blight,0.9120122790336609,50176,15518,0.6,30.93,0.4344,0.7746,0.4344,50,Moderate
18d8f15c-4948-4506-ae09-54169f95cf36___RS_Erly.B 7496.JPG,tomato_Early blight,tomato_Early blight,0.564971387386322,26075,7481,0.6,28.69,0.3668,0.7677,0.3668,52,Moderate
18d8f15c-4948-4506-ae09-54169f95cf36___RS_Erly.B 7496_final_masked.jpg,tomato_Early blight,tomato_Early blight,0.9998471736907959,50176,15106,0.6,30.11,0.4529,0.7257,0.4529,53,Moderate
18ec9a60-a4e3-4dd7-805f-fe9eaf526c2f___RS_Erly.B 8405.JPG,tomato_Early blight,tomato_Early blight,0.9521653056144714,40852,11754,0.6,28.77,0.4115,0.7143,0.4115,54,Moderate
18ec9a60-a4e3-4dd7-805f-fe9eaf526c2f___RS_Erly.B 8405_final_masked.jpg,tomato_Early blight,tomato_Early blight,1.0,50176,15522,0.6,30.94,0.4682,0.7841,0.4682,50,Moderate
1941f5d9-f31f-453e-b07c-3f90da6aa381___RS_Erly.B 8238.JPG,tomato_Early blight,tomato_Early blight,0.8573946952819824,34009,7006,0.6,20.6,0.272,0.761,0.272,57,Moderate
1941f5d9-f31f-453e-b07c-3f90da6aa381___RS_Erly.B 8238_final_masked.jpg,tomato_Early blight,tomato_Early blight,0.9875791668891907,50176,9322,0.6,18.58,0.3117,0.7909,0.3117,57,Moderate
19427ace-5a24-4e30-8a4d-228ab4a3b99b___RS_Erly.B 7403.JPG,tomato_Early blight,tomato_Early blight,0.8974629640579224,18855,6312,0.6,33.48,0.4172,0.7778,0.4172,49,Moderate
19427ace-5a24-4e30-8a4d-228ab4a3b99b___RS_Erly.B 7403_final_masked.jpg,tomato_Early blight,tomato_Early blight,0.999991774559021,50176,12308,0.6,24.53,0.4628,0.7757,0.4628,54,Moderate
197fa869-c124-436e-b3cd-bced95f52a8e___RS_Erly.B 7834.JPG,tomato_Early blight,tomato_healthy,0.6264419555664062,21816,2360,0.6,10.82,0.2616,0.6784,0.2616,99,Healthy
197fa869-c124-436e-b3cd-bced95f52a8e___RS_Erly.B 7834_final_masked.jpg,tomato_Early blight,tomato_Early blight,0.8770971298217773,50176,5786,0.6,11.53,0.2965,0.7381,0.2965,64,Moderate
1a8bd88f-309f-4392-b387-7cb423ef0ab6___RS_Erly.B 7366.JPG,tomato_Early blight,tomato_Early blight,0.9456709027290344,23205,10276,0.6,44.28,0.4985,0.7848,0.4985,42,Moderate
1a8bd88f-309f-4392-b387-7cb423ef0ab6___RS_Erly.B 7366_final_masked.jpg,tomato_Early blight,tomato_Early blight,0.9992578625679016,50176,16379,0.6,32.64,0.5119,0.7487,0.5119,50,Moderate
1b4a2ad5-057d-4fac-9188-648edbe49751___RS_Erly.B 7767.JPG,tomato_Early blight,tomato_Early blight,0.9483955502510071,28398,14658,0.6,51.62,0.5251,0.7466,0.5251,39,Severe
1b4a2ad5-057d-4fac-9188-648edbe49751___RS_Erly.B 7767_final_masked.jpg,tomato_Early blight,tomato_Early blight,0.9975246787071228,50176,11295,0.6,22.51,0.3788,0.7927,0.3788,55,Moderate
1ba88993-c3f8-462d-bd1b-e10819b9c96f___RS_Erly.B 8396.JPG,tomato_Early blight,tomato_Late blight,0.9262192249298096,39363,9381,0.6,23.83,0.3247,0.7488,0.3247,56,Moderate
1ba88993-c3f8-462d-bd1b-e10819b9c96f___RS_Erly.B 8396_final_masked.jpg,tomato_Early blight,tomato_Late blight,0.7685298919677734,50176,8071,0.6,16.09,0.2927,0.7376,0.2927,61,Moderate
1ba9a636-a673-45bc-b515-4fe6848f271e___RS_Erly.B 9605.JPG,tomato_Early blight,tomato_Early blight,0.9720840454101562,19851,5774,0.6,29.09,0.3949,0.7489,0.3949,53,Moderate
1ba9a636-a673-45bc-b515-4fe6848f271e___RS_Erly.B 9605_final_masked.jpg,tomato_Early blight,tomato_Early blight,0.9999237060546875,50176,20081,0.6,40.02,0.6003,0.7838,0.6003,45,Moderate
1bb0101c-d0a4-41a5-85b9-6e8634d01a36___RS_Erly.B 9585.JPG,tomato_Early blight,tomato_Early blight,0.9999885559082031,31163,12068,0.6,38.73,0.4475,0.7723,0.4475,46,Moderate
1bb0101c-d0a4-41a5-85b9-6e8634d01a36___RS_Erly.B 9585_final_masked.jpg,tomato_Early blight,tomato_Early blight,0.9999812841415405,50176,20794,0.6,41.44,0.5298,0.7712,0.5298,44,Moderate
1bdb9ab4-1a7a-449a-b848-c446d7615d42___RS_Erly.B 8443.JPG,tomato_Early blight,tomato_Late blight,0.9542070627212524,32460,6301,0.6,19.41,0.3335,0.7249,0.3335,59,Moderate
1bdb9ab4-1a7a-449a-b848-c446d7615d42___RS_Erly.B 8443_final_masked.jpg,tomato_Early blight,tomato_healthy,0.6431771516799927,50176,8403,0.6,16.75,0.3166,0.8495,0.3166,98,Healthy
1bff3ab2-9e99-4d4b-ad0e-acd943324050___RS_Erly.B 6460.JPG,tomato_Early blight,tomato_Early blight,0.5681432485580444,24571,1030,0.6,4.19,0.1704,0.7417,0.1704,68,Moderate
1bff3ab2-9e99-4d4b-ad0e-acd943324050___RS_Erly.B 6460_final_masked.jpg,tomato_Early blight,tomato_Early blight,0.8201303482055664,50176,9046,0.6,18.03,0.2906,0.8317,0.2906,56,Moderate
1c057b5e-9ad7-4d51-b407-c60637005a13___RS_Erly.B 7594.JPG,tomato_Early blight,tomato_Early blight,0.8797976970672607,24935,9955,0.6,39.92,0.4458,0.7391,0.4458,46,Moderate
1c057b5e-9ad7-4d51-b407-c60637005a13___RS_Erly.B 7594_final_masked.jpg,tomato_Early blight,tomato_Early blight,0.9817428588867188,50176,8752,0.6,17.44,0.3323,0.7826,0.3323,58,Moderate
1c29bc72-967e-46df-844b-467c95b298a3___RS_Erly.B 9549.JPG,tomato_Early blight,tomato_Early blight,0.9999994039535522,27718,11817,0.6,42.63,0.5673,0.7659,0.5673,44,Moderate
1c29bc72-967e-46df-844b-467c95b298a3___RS_Erly.B 9549_final_masked.jpg,tomato_Early blight,tomato_Early blight,0.9999916553497314,50176,13686,0.6,27.28,0.4587,0.7505,0.4587,54,Moderate
1c31e2e3-e314-47a8-86fe-e7b8b9199c09___RS_Erly.B 8272.JPG,tomato_Early blight,tomato_Late blight,0.5128512382507324,31947,4235,0.6,13.26,0.2109,0.7384,0.2109,63,Moderate
1c31e2e3-e314-47a8-86fe-e7b8b9199c09___RS_Erly.B 8272_final_masked.jpg,tomato_Early blight,tomato_Early blight,0.9999629259109497,50176,18590,0.6,37.05,0.4993,0.7626,0.4993,47,Moderate
1c71757d-d351-4016-b5bb-06a63d0f2e24___RS_Erly.B 6388.JPG,tomato_Early blight,tomato_Early blight,0.992980420589447,32138,10204,0.6,31.75,0.4745,0.7614,0.4745,50,Moderate
1c71757d-d351-4016-b5bb-06a63d0f2e24___RS_Erly.B 6388_final_masked.jpg,tomato_Early blight,tomato_Early blight,0.8030399084091187,50176,5125,0.6,10.21,0.2346,0.7513,0.2346,64,Moderate
1c9e0f1a-7314-449c-9482-9059684ac82d___RS_Erly.B 7840.JPG,tomato_Early blight,tomato_Late blight,0.5283187031745911,26649,5855,0.6,21.97,0.2751,0.8216,0.2751,54,Moderate
1c9e0f1a-7314-449c-9482-9059684ac82d___RS_Erly.B 7840_final_masked.jpg,tomato_Early blight,tomato_Early blight,0.8354594707489014,50176,11988,0.6,23.89,0.3677,0.6981,0.3677,58,Moderate
1cebc4a1-5fb6-4168-8e18-e2973ef6d18f___RS_Erly.B 9552.JPG,tomato_Early blight,tomato_Early blight,0.8702850341796875,28712,1723,0.6,6.0,0.3249,0.7017,0.3249,68,Moderate
1cebc4a1-5fb6-4168-8e18-e2973ef6d18f___RS_Erly.B 9552_final_masked.jpg,tomato_Early blight,tomato_Early blight,0.6162294149398804,50176,15179,0.6,30.25,0.3959,0.742,0.3959,52,Moderate
1d1d79c6-824d-4c48-bd59-c83a5cf29229___RS_Erly.B 9547.JPG,tomato_Early blight,tomato_Early blight,0.9998726844787598,27885,12161,0.6,43.61,0.5781,0.7786,0.5781,43,Moderate
1d1d79c6-824d-4c48-bd59-c83a5cf29229___RS_Erly.B 9547_final_masked.jpg,tomato_Early blight,tomato_Early blight,0.998537540435791,50176,11873,0.6,23.66,0.4675,0.7974,0.4675,54,Moderate
1d3d164e-43a9-4e0a-9e4f-9c9abab64d88___RS_Erly.B 7824.JPG,tomato_Early blight,tomato_Early blight,0.9981532692909241,23590,7585,0.6,32.15,0.4371,0.775,0.4371,50,Moderate
1d3d164e-43a9-4e0a-9e4f-9c9abab64d88___RS_Erly.B 7824_final_masked.jpg,tomato_Early blight,tomato_Early blight,0.9975111484527588,50176,9964,0.6,19.86,0.3391,0.8394,0.3391,55,Moderate
1dad664e-ec73-474e-aaf9-a832ca212e3f___RS_Erly.B 7533.JPG,tomato_Early blight,tomato_Late blight,0.9986237287521362,25738,8569,0.6,33.29,0.4322,0.7583,0.4322,50,Moderate
1dad664e-ec73-474e-aaf9-a832ca212e3f___RS_Erly.B 7533_final_masked.jpg,tomato_Early blight,tomato_Late blight,0.7237420082092285,50176,5653,0.6,11.27,0.2183,0.7062,0.2183,65,Moderate
1de17623-e625-4a3a-91e8-64973e6d09fd___RS_Erly.B 9577.JPG,tomato_Early blight,tomato_Early blight,0.8533110022544861,25886,7839,0.6,30.28,0.3512,0.7681,0.3512,51,Moderate
1de17623-e625-4a3a-91e8-64973e6d09fd___RS_Erly.B 9577_final_masked.jpg,tomato_Early blight,tomato_Early blight,0.9994055032730103,50176,13273,0.6,26.45,0.5129,0.7113,0.5129,56,Moderate
1e02dbef-ecc2-4c1b-ae5a-b90057505574___RS_Erly.B 9475.JPG,tomato_Early blight,tomato_Early blight,0.9660283923149109,29641,16732,0.6,56.45,0.5233,0.772,0.5233,35,Severe
1e02dbef-ecc2-4c1b-ae5a-b90057505574___RS_Erly.B 9475_final_masked.jpg,tomato_Early blight,tomato_Early blight,0.9995675683021545,50176,13000,0.6,25.91,0.437,0.7299,0.437,55,Moderate
1e08cf06-c20b-47bc-8773-a22cc730aa04___RS_Erly.B 8228.JPG,tomato_Early blight,tomato_Late blight,0.8478578329086304,30539,6322,0.6,20.7,0.3063,0.7758,0.3063,57,Moderate
1e08cf06-c20b-47bc-8773-a22cc730aa04___RS_Erly.B 8228_final_masked.jpg,tomato_Early blight,tomato_healthy,0.5378620028495789,50176,6908,0.6,13.77,0.2405,0.8276,0.2405,99,Healthy
1e503089-ae6a-4340-8c3c-f44cbaa6cf6f___RS_Erly.B 8264.JPG,tomato_Early blight,tomato_Early blight,0.7827242016792297,27730,1111,0.6,4.01,0.1684,0.6327,0.1684,72,Mild
1e503089-ae6a-4340-8c3c-f44cbaa6cf6f___RS_Erly.B 8264_final_masked.jpg,tomato_Early blight,tomato_Early blight,0.9999831914901733,50176,15561,0.6,31.01,0.4759,0.7639,0.4759,51,Moderate
1e671658-3463-4a38-8b6a-e2867aeeda10___RS_Erly.B 6359.JPG,tomato_Early blight,tomato_Early blight,0.6797955632209778,23051,3646,0.6,15.82,0.2457,0.7341,0.2457,61,Moderate
1e671658-3463-4a38-8b6a-e2867aeeda10___RS_Erly.B 6359_final_masked.jpg,tomato_Early blight,tomato_Early blight,0.9999951124191284,50176,15423,0.6,30.74,0.4902,0.7429,0.4902,52,Moderate
1f402ddb-f3e8-4907-a793-320c8e43446a___RS_Erly.B 9460.JPG,tomato_Early blight,tomato_Early blight,0.9982849955558777,32830,7553,0.6,23.01,0.3873,0.7214,0.3873,57,Moderate
1f402ddb-f3e8-4907-a793-320c8e43446a___RS_Erly.B 9460_final_masked.jpg,tomato_Early blight,tomato_Early blight,0.9999998807907104,50176,22421,0.6,44.68,0.5699,0.734,0.5699,44,Moderate
1f4c6478-a39b-4974-aeef-3fcfa5ea69a6___RS_Erly.B 7385.JPG,tomato_Early blight,tomato_Early blight,0.7628344893455505,25957,5926,0.6,22.83,0.3859,0.7598,0.3859,56,Moderate
1f4c6478-a39b-4974-aeef-3fcfa5ea69a6___RS_Erly.B 7385_final_masked.jpg,tomato_Early blight,tomato_Early blight,0.9999867677688599,50176,13842,0.6,27.59,0.46,0.7441,0.46,54,Moderate
1f4c9f8a-5672-4e47-84dd-55f85f953174___RS_Erly.B 7582.JPG,tomato_Early blight,tomato_Early blight,0.9966615438461304,23986,11515,0.6,48.01,0.5908,0.7697,0.5908,40,Moderate
1f4c9f8a-5672-4e47-84dd-55f85f953174___RS_Erly.B 7582_final_masked.jpg,tomato_Early blight,tomato_Early blight,0.9999351501464844,50176,13411,0.6,26.73,0.4748,0.7566,0.4748,54,Moderate
203d84bc-4acc-4cad-b4f9-f659ae641876___RS_Erly.B 7615.JPG,tomato_Early blight,tomato_Early blight,0.9999336004257202,20691,11675,0.6,56.43,0.6045,0.7748,0.6045,35,Severe
203d84bc-4acc-4cad-b4f9-f659ae641876___RS_Erly.B 7615_final_masked.jpg,tomato_Early blight,tomato_Early blight,1.0,50176,13120,0.6,26.15,0.4689,0.7458,0.4689,54,Moderate
20459a26-c07a-4592-baf8-6d4172c23cec___RS_Erly.B 8358.JPG,tomato_Early blight,tomato_Early blight,0.673246443271637,35813,3757,0.6,10.49,0.2641,0.6998,0.2641,66,Moderate
20459a26-c07a-4592-baf8-6d4172c23cec___RS_Erly.B 8358_final_masked.jpg,tomato_Early blight,tomato_Early blight,0.8126437664031982,50176,14349,0.6,28.6,0.3999,0.7527,0.3999,53,Moderate
